,Taxon_ID,Species_name_IUCN,Species_name,Common_name,Redlist_category,Threatened,Population_trend,Decreasing,Body_mass,Bill_length,Range_size,Elevation_min,Elevation_max,Elevation_range,Human_footprint,Migratory_status,Migratory_score,Forest_depend_status,Forest_depend_score,Hermit,Body_mass_log,Bill_length_log,Range_size_log
241,22725761,Stephanoxis_loddigesii,Stephanoxis_loddigesii,Violet-crowned Plovercrest,Least Concern,0,Unknown,NA,NA,NA,NA,NA,NA,NA,30.04745111,Not a Migrant,0,Medium,0,0,NA,NA,NA
242,22725767,Cynanthus_latirostris,Cynanthus_latirostris,Broad-billed Hummingbird,Least Concern,0,Increasing,0,3.1,21.06,742828.3,0,2000,2000,25.52171689,Full Migrant,1,Low,0,0,1.131402111,3.047375507,13.51822021
243,22725775,Cynanthus_doubledayi,Cynanthus_doubledayi,Turquoise-crowned Hummingbird,Least Concern,0,Stable,0,NA,NA,NA,NA,NA,NA,34.20731945,Not a Migrant,0,Low,0,0,NA,NA,NA
244,22725795,Lampornis_castaneoventris,Lampornis_castaneoventris,White-throated Mountain-gem,Least Concern,0,Unknown,NA,5.08,23.65,1530.6,800,2000,1200,36.70602401,Altitudinal Migrant,1,Medium,0,0,1.625311262,3.163363115,7.333415094
245,22725806,Lampornis_cinereicauda,Lampornis_cinereicauda,Grey-tailed Mountain-gem,Least Concern,0,Unknown,NA,NA,NA,NA,NA,NA,NA,38.39133008,Altitudinal Migrant,1,Medium,0,0,NA,NA,NA
246,22725814,Urochroa_bougueri,Urochroa_bougueri,Rufous-gaped Hillstar,Least Concern,0,Unknown,NA,11.4,32.78,72914.5,500,2500,2000,29.49103278,Not a Migrant,0,High,1,0,2.433613355,3.489818573,11.1970428
247,22725822,Urochroa_leucura,Urochroa_leucura,White-tailed Hillstar,Least Concern,0,Unknown,NA,NA,NA,NA,NA,NA,NA,22.47847413,Not a Migrant,0,High,1,0,NA,NA,NA
248,22726267,Cynanthus_lawrencei,Cynanthus_lawrencei,Tres Marias Hummingbird,Near Threatened,0,Stable,0,NA,NA,NA,NA,NA,NA,23.9105263,Not a Migrant,0,Low,0,0,NA,NA,NA
249,22726352,Phaethornis_mexicanus,Phaethornis_mexicanus,Mexican Hermit,Least Concern,0,Unknown,NA,NA,NA,NA,NA,NA,NA,34.51943408,Not a Migrant,0,High,1,1,NA,NA,NA
250,22726661,Phaethornis_griseogularis,Phaethornis_griseogularis,Grey-chinned Hermit,Least Concern,0,Unknown,NA,2.3,24.33,385188.9,500,2000,1500,17.51743565,Not a Migrant,0,High,1,1,0.832909123,3.191710157,12.86148914
251,22726671,Phaethornis_porcullae,Phaethornis_porcullae,Porculla Hermit,Least Concern,0,Unknown,NA,NA,NA,NA,NA,NA,NA,23.75912436,Not a Migrant,0,High,1,1,NA,NA,NA
252,22726682,Lophornis_chalybeus,Lophornis_chalybeus,Festive Coquette,Near Threatened,0,Unknown,NA,3,16.28,2971936.3,0,1000,1000,35.14800836,Not a Migrant,0,Medium,0,0,1.098612289,2.789937361,14.90472425
253,22726690,Lophornis_verreauxii,Lophornis_verreauxii,Butterfly Coquette,Least Concern,0,Decreasing,1,NA,NA,NA,NA,NA,NA,8.254079852,Not a Migrant,0,Medium,0,0,NA,NA,NA
254,22726696,Thalurania_colombica,Thalurania_colombica,Crowned Woodnymph,Least Concern,0,Decreasing,1,4.5,20.9,471399.1,0,2000,2000,29.81437935,Not a Migrant,0,Medium,0,0,1.504077397,3.039749159,13.06346036
255,22726714,Amazilia_bartletti,Amazilia_bartletti,Spot-vented Emerald,Least Concern,0,Decreasing,1,NA,NA,NA,NA,NA,NA,11.58800162,Not a Migrant,0,Medium,0,0,NA,NA,NA
256,22726720,Coeligena_torquata,Coeligena_torquata,Collared Inca,Least Concern,0,Decreasing,1,6.72,41.49,403698.5,1500,3500,2000,23.65134714,Not a Migrant,0,High,1,0,1.905088155,3.725452434,12.90842359
257,22726729,Coeligena_conradii,Coeligena_conradii,Green Inca,Least Concern,0,Decreasing,1,NA,NA,NA,NA,NA,NA,32.36398086,Not a Migrant,0,High,1,0,NA,NA,NA
258,22726736,Coeligena_eisenmanni,Coeligena_eisenmanni,Vilcabamba Inca,Least Concern,0,Decreasing,1,NA,NA,NA,NA,NA,NA,14.4235813,Not a Migrant,0,High,1,0,NA,NA,NA
259,22726743,Coeligena_inca,Coeligena_inca,Gould's Inca,Least Concern,0,Decreasing,1,NA,NA,NA,NA,NA,NA,17.99824472,Not a Migrant,0,High,1,0,NA,NA,NA
260,22726750,Coeligena_violifer,Coeligena_violifer,Bolivian Starfrontlet,Least Concern,0,Decreasing,1,7.39,39.25,192529.6,1300,3900,2600,20.5847913,Not a Migrant,0,High,1,0,2.000127735,3.669951444,12.16800519
261,22726758,Coeligena_dichroura,Coeligena_dichroura,Huanuco Starfrontlet,Least Concern,0,Decreasing,1,NA,NA,NA,NA,NA,NA,20.38767959,Not a Migrant,0,High,1,0,NA,NA,NA
262,22726764,Coeligena_albicaudata,Coeligena_albicaudata,Apurimac Starfrontlet,Least Concern,0,Decreasing,1,NA,NA,NA,NA,NA,NA,19.44301505,Not a Migrant,0,High,1,0,NA,NA,NA
263,22726770,Coeligena_osculans,Coeligena_osculans,Cuzco Starfrontlet,Least Concern,0,Decreasing,1,NA,NA,NA,NA,NA,NA,16.58213586,Not a Migrant,0,High,1,0,NA,NA,NA
264,22726790,Oxypogon_guerinii,Oxypogon_guerinii,Green-bearded Helmetcrest,Least Concern,0,Decreasing,1,4.8,12.72,35247.7,3000,5200,2200,31.89959794,Not a Migrant,0,Non-forest,0,0,1.568615918,2.543175558,10.47015556
265,22726804,Oxypogon_lindenii,Oxypogon_lindenii,White-bearded Helmetcrest,Least Concern,0,Decreasing,1,NA,NA,NA,NA,NA,NA,31.2982592,Not a Migrant,0,Non-forest,0,0,NA,NA,NA
266,22726810,Oxypogon_stuebelii,Oxypogon_stuebelii,Buffy Helmetcrest,Vulnerable,1,Stable,0,NA,NA,NA,NA,NA,NA,35.33672905,Not a Migrant,0,Non-forest,0,0,NA,NA,NA
267,22726816,Schistes_geoffroyi,Schistes_geoffroyi,Eastern Wedge-billed Hummingbird,Least Concern,0,Stable,0,3.6,17.46,639941.1,800,2500,1700,21.89068952,Not a Migrant,0,High,1,0,1.280933845,2.85991255,13.36913142
268,22726824,Schistes_albogularis,Schistes_albogularis,Western Wedge-billed Hummingbird,Least Concern,0,Stable,0,NA,NA,NA,NA,NA,NA,28.28110141,Not a Migrant,0,High,1,0,NA,NA,NA
269,22727923,Oreonympha_nobilis,Oreonympha_nobilis,Eastern Mountaineer,Least Concern,0,Stable,0,7.7,26.93,61823.9,2500,3800,1300,23.45436335,Not a Migrant,0,Medium,0,0,2.041220329,3.293240907,11.0320453
270,22727930,Oreonympha_albolimbata,Oreonympha_albolimbata,Western Mountaineer,Least Concern,0,Stable,0,NA,NA,NA,NA,NA,NA,20.08358636,Not a Migrant,0,Medium,0,0,NA,NA,NA
271,22727993,Campylopterus_curvipennis,Campylopterus_curvipennis,Wedge-tailed Sabrewing,Least Concern,0,Decreasing,1,6,28.93,242889.9,0,1400,1400,30.38959429,Not a Migrant,0,High,1,0,1.791759469,3.364879119,12.40036353
272,22729026,Anthracothorax_veraguensis,Anthracothorax_veraguensis,Veraguas Mango,Least Concern,0,Unknown,NA,7,27.5,30443.5,700,1600,900,37.02090878,Not a Migrant,0,Non-forest,0,0,1.945910149,3.314186005,10.32362779
273,22729031,Chlorostilbon_auriceps,Chlorostilbon_auriceps,Golden-crowned Emerald,Least Concern,0,Unknown,NA,2.61,16.2,206471.5,0,1800,1800,32.04208123,Not a Migrant,0,Low,0,0,0.959350221,2.785011242,12.23791767
274,22729036,Lampornis_calolaemus,Lampornis_calolaemus,Purple-throated Mountain-gem,Least Concern,0,Decreasing,1,5.08,23.6,10988.5,1200,2500,1300,36.39048374,Altitudinal Migrant,1,Medium,0,0,1.625311262,3.161246712,9.30460455
275,22729181,Heliangelus_micraster,Heliangelus_micraster,Little Sunangel,Least Concern,0,Unknown,NA,3.85,16.48,17855.6,2200,3400,1200,25.26956277,Not a Migrant,0,High,1,0,1.348073148,2.802147524,9.790072463
276,22730147,Phaethornis_striigularis,Phaethornis_striigularis,Stripe-throated Hermit,Least Concern,0,Unknown,NA,3,24.91,764906.1,0,1600,1600,30.92378205,Not a Migrant,0,Medium,0,1,1.098612289,3.215269329,13.54750836
277,22730168,Amazilia_tzacatl,Amazilia_tzacatl,Rufous-tailed Hummingbird,Least Concern,0,Unknown,NA,4.79,21.82,1019997.2,0,2000,2000,30.62402476,Not a Migrant,0,Medium,0,0,1.566530411,3.08282698,13.83531044
278,22733197,Phaethornis_atrimentalis,Phaethornis_atrimentalis,Black-throated Hermit,Least Concern,0,Decreasing,1,2.6,26.63,829117,0,1200,1200,12.79298695,Not a Migrant,0,High,1,1,0.955511445,3.2820384,13.62811656
279,22733641,Amazilia_grayi,Hylocharis_grayi,Gray's Hummingbird,Least Concern,0,Decreasing,1,5.6,21.64,39555.4,600,2600,2000,28.46428537,Not a Migrant,0,Medium,0,0,1.722766598,3.074543454,10.5854575
280,22733646,Amazilia_humboldtii,Hylocharis_humboldtii,Humboldt's Hummingbird,Least Concern,0,Decreasing,1,5.6,20.41,21280.1,0,350,350,25.65423008,Not a Migrant,0,High,1,0,1.722766598,3.016024977,9.965527643
281,22733886,Aglaiocercus_kingii,Aglaiocercus_kingi,Long-tailed Sylph,Least Concern,0,Decreasing,1,4.84,20.56,267748.1,900,3000,2100,24.42118637,Altitudinal Migrant,1,Low,0,0,1.576914721,3.023347441,12.49780189
282,22733891,Aglaiocercus_berlepschi,Aglaiocercus_berlepschi,Venezuelan Sylph,Endangered,1,Decreasing,1,4.97,18.37,4153.7,1450,1800,350,30.23501998,Not a Migrant,0,Medium,0,0,1.60341984,2.910718899,8.331754782
283,22733896,Haplophaedia_aureliae,Haplophaedia_aureliae,Greenish Puffleg,Least Concern,0,Stable,0,5.2,22.87,77848.1,1500,2500,1000,26.11701613,Altitudinal Migrant,1,High,1,0,1.648658626,3.129826008,11.26251477
284,22733901,Haplophaedia_assimilis,Haplophaedia_assimilis,Buff-thighed Puffleg,Least Concern,0,Decreasing,1,4.8,19.73,59077,1500,3000,1500,19.01244443,Not a Migrant,0,High,1,0,1.568615918,2.98214032,10.98659696
285,22733913,Phaethornis_squalidus,Phaethornis_squalidus,Dusky-throated Hermit,Least Concern,0,Unknown,NA,3.4,27.44,272388.6,0,2250,2250,33.93033257,Not a Migrant,0,High,1,1,1.223775432,3.312001803,12.514985
286,22733918,Phaethornis_rupurumii,Phaethornis_rupurumii,Streak-throated Hermit,Least Concern,0,Unknown,NA,3.7,27.68,562332,0,500,500,8.492678835,Not a Migrant,0,Medium,0,1,1.30833282,3.320710131,13.2398477
287,22736557,Phaethornis_longuemareus,Phaethornis_longuemareus,Little Hermit,Least Concern,0,Stable,0,3,29.08,281733.5,0,700,700,11.81492724,Not a Migrant,0,Medium,0,1,1.098612289,3.370050653,12.54871687
288,45450140,Heliodoxa_schreibersii,Heliodoxa_schreibersii,Black-throated Brilliant,Least Concern,0,Decreasing,1,9.17,26.83,740133,0,1500,1500,9.869753875,Not a Migrant,0,Medium,0,0,2.215937286,3.289520664,13.51458518
289,45450143,Heliodoxa_whitelyana,Heliodoxa_whitelyana,Black-breasted Brilliant,Least Concern,0,Decreasing,1,NA,NA,NA,NA,NA,NA,13.53747358,Not a Migrant,0,Medium,0,0,NA,NA,NA
290,60859989,Heliangelus_clarisse,Heliangelus_clarisse,Longuemare's Sunangel,Least Concern,0,Stable,0,NA,NA,NA,NA,NA,NA,27.28506399,Not a Migrant,0,High,1,0,NA,NA,NA
291,60859997,Heliangelus_amethysticollis,Heliangelus_amethysticollis,Amethyst-throated Sunangel,Least Concern,0,Stable,0,5.04,21.43,200713.3,1600,3700,2100,22.27246404,Not a Migrant,0,High,1,0,1.617406082,3.064791809,12.2096328
292,60860042,Heliangelus_spencei,Heliangelus_spencei,Merida Sunangel,Least Concern,0,Unknown,NA,NA,NA,NA,NA,NA,NA,31.2982592,Not a Migrant,0,High,1,0,NA,NA,NA
293,60946163,Oreotrochilus_estella,Oreotrochilus_estella,Andean Hillstar,Least Concern,0,Stable,0,8.1,25.03,657123.5,2400,5000,2600,17.95725753,Not a Migrant,0,Low,0,0,2.091864062,3.220075105,13.39562726
294,60946473,Oreotrochilus_stolzmanni,Oreotrochilus_stolzmanni,Green-headed Hillstar,Least Concern,0,Stable,0,NA,NA,NA,NA,NA,NA,21.34238379,Not a Migrant,0,Low,0,0,NA,NA,NA
295,61162182,Eriocnemis_luciani,Eriocnemis_luciani,Sapphire-vented Puffleg,Least Concern,0,Stable,0,6,25.48,37957.6,2800,4800,2000,27.22112453,Not a Migrant,0,Medium,0,0,1.791759469,3.237893831,10.54422503
296,61162365,Eriocnemis_sapphiropygia,Eriocnemis_sapphiropygia,Coppery-naped Puffleg,Least Concern,0,Stable,0,NA,NA,NA,NA,NA,NA,20.3658737,Not a Migrant,0,Medium,0,0,NA,NA,NA
297,61172969,Coeligena_bonapartei,Coeligena_bonapartei,Golden-bellied Starfrontlet,Least Concern,0,Decreasing,1,6.49,33.95,34637.6,1400,3200,1800,31.89959794,Not a Migrant,0,High,1,0,1.870262531,3.524888854,10.45269508
298,61173059,Coeligena_eos,Coeligena_eos,Golden Starfrontlet,Least Concern,0,Decreasing,1,NA,NA,NA,NA,NA,NA,31.06692035,Not a Migrant,0,High,1,0,NA,NA,NA
299,61173094,Coeligena_consita,Coeligena_consita,Perija Starfrontlet,Vulnerable,1,Decreasing,1,NA,NA,NA,NA,NA,NA,32.10181464,Not a Migrant,0,High,1,0,NA,NA,NA
300,61197713,Chlorostilbon_poortmani,Chlorostilbon_poortmani,Short-tailed Emerald,Least Concern,0,Unknown,NA,3.5,19.31,109378.7,100,2400,2300,29.41807346,Not a Migrant,0,High,1,0,1.252762968,2.960623096,11.60257145
301,61200240,Amazilia_viridifrons,Amazilia_viridifrons,Green-fronted Hummingbird,Least Concern,0,Unknown,NA,6.3,25.15,76080.4,60,1400,1340,34.63748877,Not a Migrant,0,Medium,0,0,1.840549633,3.224857897,11.23954595
302,61200304,Amazilia_wagneri,Amazilia_wagneri,Cinnamon-sided Hummingbird,Least Concern,0,Unknown,NA,NA,NA,NA,NA,NA,NA,33.35708908,Not a Migrant,0,Medium,0,0,NA,NA,NA
303,61201742,Amazilia_viridigaster,Amazilia_viridigaster,Green-bellied Hummingbird,Least Concern,0,Decreasing,1,3.74,21.8,278825.5,200,2100,1900,25.57101966,Not a Migrant,0,Medium,0,0,1.319085611,3.08190997,12.53834142
304,61201753,Amazilia_cupreicauda,Amazilia_cupreicauda,Copper-tailed Hummingbird,Least Concern,0,Decreasing,1,NA,NA,NA,NA,NA,NA,5.665291474,Not a Migrant,0,Medium,0,0,NA,NA,NA
305,22687668,Lampornis_amethystinus,Lampornis_amethystinus,Amethyst-throated Hummingbird,Least Concern,0,Decreasing,1,5.2,24.35,189491,900,3000,2100,34.89131054,Not a Migrant,0,High,1,0,1.648658626,3.19253185,12.15209681
306,22687380,Cyanophaia_bicolor,Cyanophaia_bicolor,Blue-headed Hummingbird,Least Concern,0,Decreasing,1,4.5,19.08,1906,NA,NA,NA,52.7967124,Not a Migrant,0,High,1,0,1.504077397,2.948640666,7.552762084
307,22687893,Heliangelus_exortis,Heliangelus_exortis,Tourmaline Sunangel,Least Concern,0,Stable,0,4.59,17.45,64064.8,2000,3300,1300,27.57389943,Not a Migrant,0,Medium,0,0,1.523880024,2.859339649,11.06765035
308,22687990,Metallura_williami,Metallura_williami,Viridian Metaltail,Least Concern,0,Decreasing,1,4.5,15.43,51631,2800,3800,1000,27.76039145,Not a Migrant,0,Medium,0,0,1.504077397,2.736313666,10.85187755
309,22687933,Eriocnemis_mosquera,Eriocnemis_mosquera,Golden-breasted Puffleg,Least Concern,0,Stable,0,5.3,20.88,34835.8,2500,3600,1100,27.883866,Altitudinal Migrant,1,High,1,0,1.667706821,3.038791763,10.45840087
310,22687313,Chlorostilbon_mellisugus,Chlorostilbon_mellisugus,Blue-tailed Emerald,Least Concern,0,Stable,0,2.61,19.35,3951607.6,0,2000,2000,NA,Not a Migrant,0,Medium,0,0,0.959350221,2.962692419,15.18963304
311,22687939,Eriocnemis_mirabilis,Eriocnemis_mirabilis,Colorful Puffleg,Endangered,1,Decreasing,1,5.06,20.28,34,2200,2440,240,29.07309416,Not a Migrant,0,High,1,0,1.621366483,3.009635179,3.526360525
312,22687461,Goldmania_violiceps,Goldmania_violiceps,Violet-capped Hummingbird,Near Threatened,0,Decreasing,1,4.1,21.73,2852.7,600,1200,600,26.51085102,Not a Migrant,0,High,1,0,1.410986974,3.078693794,7.956021193
313,22687791,Aglaeactis_castelnaudii,Aglaeactis_castelnaudii,White-tufted Sunbeam,Near Threatened,0,Decreasing,1,6.7,22.73,23294.9,3500,4300,800,17.39820189,Not a Migrant,0,High,1,0,1.902107526,3.123685638,10.05598973
314,22726706,Amazilia_lactea,Amazilia_lactea,Sapphire-spangled Emerald,Least Concern,0,Decreasing,1,4.6,20.97,2605047.6,0,1400,1400,27.11044123,Not a Migrant,0,Medium,0,0,1.526056303,3.043092845,14.77296151
315,119194033,Amazilia_cyanifrons,Amazilia_cyanifrons,Indigo-capped Hummingbird,Least Concern,0,Stable,0,5,20.3,54904.9,400,2200,1800,30.30772108,Altitudinal Migrant,1,Medium,0,0,1.609437912,3.010620886,10.91335788
316,119194112,Amazilia_alfaroana,Amazilia_alfaroana,Guanacaste Hummingbird,Critically Endangered,1,Stable,0,NA,NA,NA,NA,NA,NA,NA,Unknown,NA,Medium,0,0,NA,NA,NA
317,22687402,Thalurania_watertonii,Thalurania_watertonii,Long-tailed Woodnymph,Endangered,1,Decreasing,1,4.6,23.09,34673.8,NA,NA,NA,33.51085196,Not a Migrant,0,Medium,0,0,1.526056303,3.139399623,10.45373964
318,22687863,Sephanoides_fernandensis,Sephanoides_fernandensis,Juan Fernandez Firecrown,Critically Endangered,1,Decreasing,1,8.73,21.8,11,NA,NA,NA,6,Not a Migrant,0,Medium,0,0,2.16676537,3.08190997,2.397895273
319,22688244,Eulidia_yarrellii,Eulidia_yarrellii,Chilean Woodstar,Critically Endangered,1,Decreasing,1,3.96,14,2154.6,0,2600,2600,14.1962507,Not a Migrant,0,Non-forest,0,0,1.376244025,2.63905733,7.67536037
320,22726798,Oxypogon_cyanolaemus,Oxypogon_cyanolaemus,Blue-bearded Helmetcrest,Critically Endangered,1,Decreasing,1,NA,NA,NA,NA,NA,NA,32.3390465,Not a Migrant,0,Non-forest,0,0,NA,NA,NA
321,22735457,Eriocnemis_isabellae,Eriocnemis_isabellae,Gorgeted Puffleg,Critically Endangered,1,Decreasing,1,3.95,19.38,44.2,2600,2900,300,27.3510036,Not a Migrant,0,High,1,0,1.373715579,2.964241606,3.788724789
322,22687828,Coeligena_orina,Coeligena_orina,Glittering Starfrontlet,Critically Endangered,1,Decreasing,1,6.49,37.2,4.9,NA,NA,NA,21.96158535,Not a Migrant,0,High,1,0,1.870262531,3.616308761,1.589235205
323,22687417,Lepidopyga_lilliae,Lepidopyga_lilliae,Sapphire-bellied Hummingbird,Critically Endangered,1,Decreasing,1,4.3,21.2,2890.4,NA,NA,NA,31.92454472,Not a Migrant,0,High,1,0,1.458615023,3.054001182,7.96915018
324,22686928,Threnetes_leucurus,Threnetes_leucurus,Pale-tailed Barbthroat,Least Concern,0,Stable,0,5.6,34.98,5241737.7,0,850,850,9.833700005,Not a Migrant,0,Medium,0,1,1.722766598,3.55477647,15.47216362
325,22686940,Phaethornis_superciliosus,Phaethornis_superciliosus,Long-tailed Hermit,Least Concern,0,Decreasing,1,6.3,40.05,2562461.4,0,1400,1400,8.659026344,Not a Migrant,0,High,1,1,1.840549633,3.690128674,14.75647884
326,22686946,Phaethornis_malaris,Phaethornis_malaris,Great-billed Hermit,Least Concern,0,Decreasing,1,5.9,44.03,3790398.9,0,1650,1650,10.90541609,Not a Migrant,0,High,1,1,1.774952351,3.78487122,15.14798182
327,22686949,Phaethornis_eurynome,Phaethornis_eurynome,Scale-throated Hermit,Least Concern,0,Decreasing,1,5.3,39.33,934276,100,2250,2150,31.35909016,Not a Migrant,0,High,1,1,1.667706821,3.671987586,13.74752718
328,22686952,Phaethornis_hispidus,Phaethornis_hispidus,White-bearded Hermit,Least Concern,0,Decreasing,1,5,34.43,4008380,0,1200,1200,10.06776734,Not a Migrant,0,High,1,1,1.609437912,3.538928277,15.20389773
329,22686973,Phaethornis_augusti,Phaethornis_augusti,Sooty-capped Hermit,Least Concern,0,Stable,0,6,35.35,557853.3,400,3500,3100,18.40298014,Not a Migrant,0,Medium,0,1,1.791759469,3.565298392,13.2318513
330,22686979,Phaethornis_subochraceus,Phaethornis_subochraceus,Buff-bellied Hermit,Least Concern,0,Decreasing,1,3.8,30.5,338428.2,150,800,650,13.65790198,Not a Migrant,0,High,1,1,1.335001067,3.417726684,12.73206724
331,22686982,Phaethornis_nattereri,Phaethornis_nattereri,Cinnamon-throated Hermit,Least Concern,0,Decreasing,1,3.1,26.1,788913.5,0,500,500,18.35285131,Not a Migrant,0,Medium,0,1,1.131402111,3.261935314,13.57841196
332,22687010,Phaethornis_idaliae,Phaethornis_idaliae,Minute Hermit,Least Concern,0,Decreasing,1,2.6,23.13,154971.4,0,500,500,33.01542021,Not a Migrant,0,High,1,1,0.955511445,3.141130476,11.95099586
333,22687106,Colibri_delphinae,Colibri_delphinae,Brown Violet-ear,Least Concern,0,Stable,0,6.4,18.95,1200040.6,100,2800,2700,19.3432827,Altitudinal Migrant,1,Medium,0,0,1.85629799,2.941803932,13.99786595
334,22687146,Avocettula_recurvirostris,Avocettula_recurvirostris,Fiery-tailed Awlbill,Least Concern,0,Decreasing,1,4.2,18.42,2530965.2,0,1200,1200,10.03927738,Not a Migrant,0,High,1,0,1.435084525,2.913437031,14.74411129
335,22687181,Lophornis_ornatus,Lophornis_ornatus,Tufted Coquette,Least Concern,0,Stable,0,2.3,11.95,827833.8,0,1000,1000,9.47317966,Not a Migrant,0,Medium,0,0,0.832909123,2.480731278,13.62656769
336,22687259,Discosura_langsdorffi,Discosura_langsdorffi,Black-bellied Thorntail,Least Concern,0,Decreasing,1,2.8,17.78,1980008.9,0,400,400,10.20607594,Not a Migrant,0,High,1,0,1.029619417,2.87807423,14.4986119
337,22687275,Discosura_conversii,Discosura_conversii,Green Thorntail,Least Concern,0,Decreasing,1,3,14.38,132866,0,1300,1300,28.65029768,Not a Migrant,0,High,1,0,1.098612289,2.665838352,11.79709638
338,22687458,Chrysuronia_oenone,Chrysuronia_oenone,Golden-tailed Sapphire,Least Concern,0,Stable,0,5.04,24.72,1336392.6,0,1700,1700,16.45105485,Not a Migrant,0,Medium,0,0,1.617406082,3.207612633,14.10548445
339,22687491,Leucippus_fallax,Leucippus_fallax,Buffy Hummingbird,Least Concern,0,Decreasing,1,6,22.13,93949.7,0,600,600,32.26170142,Not a Migrant,0,Medium,0,0,1.791759469,3.096934154,11.45051481
340,22687676,Lampornis_sybillae,Lampornis_sybillae,Green-breasted Mountain-gem,Least Concern,0,Decreasing,1,6.02,23.5,45192,1400,2200,800,31.64551329,Not a Migrant,0,High,1,0,1.795087259,3.157000421,10.71867536
341,22687743,Heliodoxa_leadbeateri,Heliodoxa_leadbeateri,Violet-fronted Brilliant,Least Concern,0,Decreasing,1,7.4,28.92,409926.4,500,2400,1900,23.46001512,Not a Migrant,0,Medium,0,0,2.00148,3.364533397,12.92373291
342,22687874,Boissonneaua_jardini,Boissonneaua_jardini,Velvet-purple Coronet,Least Concern,0,Decreasing,1,9.1,23.85,30985.5,350,2200,1850,29.49103278,Not a Migrant,0,High,1,0,2.208274414,3.171784217,10.34127463
343,22687962,Urosticte_benjamini,Urosticte_benjamini,Purple-bibbed Whitetip,Least Concern,0,Decreasing,1,3.9,20.35,17379.1,700,1600,900,27.65038457,Altitudinal Migrant,1,High,1,0,1.360976553,3.013080912,9.763023614
344,22688108,Heliothryx_barroti,Heliothryx_barroti,Purple-crowned Fairy,Least Concern,0,Decreasing,1,5.5,21.9,491041.3,0,1100,1100,30.79469752,Not a Migrant,0,High,1,0,1.704748092,3.086486637,13.10428352
345,22688138,Heliomaster_longirostris,Heliomaster_longirostris,Long-billed Starthroat,Least Concern,0,Stable,0,6.6,35.05,8290193.6,0,1500,1500,13.59543776,Not a Migrant,0,Medium,0,0,1.887069649,3.556775613,15.93058388
346,22688144,Heliomaster_furcifer,Heliomaster_furcifer,Blue-tufted Starthroat,Least Concern,0,Decreasing,1,5.4,31.7,2968261.7,0,1000,1000,21.92220805,Full Migrant,1,Medium,0,0,1.686398954,3.456316681,14.90348705
347,22687196,Lophornis_brachylophus,Lophornis_brachylophus,Short-crested Coquette,Critically Endangered,1,Decreasing,1,2.68,12.9,53.3,900,1800,900,31.0747547,Not a Migrant,0,High,1,0,0.985816795,2.557227311,3.975936331
348,22687635,Eupherusa_cyanophrys,Eupherusa_cyanophrys,Oaxaca Hummingbird,Endangered,1,Decreasing,1,4.8,21.65,4063.8,700,2600,1900,33.8303261,Not a Migrant,0,High,1,0,1.568615918,3.075005454,8.309873775
349,22688299,Selasphorus_sasin,Selasphorus_sasin,Allen's Hummingbird,Least Concern,0,Increasing,0,3.36,20.28,31425.7,0,1300,1300,23.58967665,Full Migrant,1,Medium,0,0,1.211940974,3.009635179,10.35538131
350,22736463,Phaethornis_aethopygus,Phaethornis_aethopygus,Tapajos Hermit,Vulnerable,1,Decreasing,1,NA,NA,NA,NA,NA,NA,7.245343077,Not a Migrant,0,High,1,1,NA,NA,NA
351,22687383,Thalurania_ridgwayi,Thalurania_ridgwayi,Mexican Woodnymph,Vulnerable,1,Decreasing,1,3.8,20.78,14528.9,250,1200,950,36.73280256,Not a Migrant,0,High,1,0,1.335001067,3.033990986,9.583895048
352,22687825,Coeligena_phalerata,Coeligena_phalerata,White-tailed Starfrontlet,Near Threatened,0,Decreasing,1,6.1,33.41,4729.4,NA,NA,NA,35.63719497,Not a Migrant,0,High,1,0,1.808288771,3.508855256,8.461553624
353,22688090,Augastes_scutatus,Augastes_scutatus,Hyacinth Visorbearer,Least Concern,0,Decreasing,1,3,18.15,28653.3,900,2000,1100,29.35199123,Not a Migrant,0,Medium,0,0,1.098612289,2.898670561,10.2630239
354,22688296,Selasphorus_rufus,Selasphorus_rufus,Rufous Hummingbird,Near Threatened,0,Decreasing,1,3.5,20.68,1526767.8,0,2260,2260,18.94815302,Full Migrant,1,Medium,0,0,1.252762968,3.02916705,14.23866351
355,22687125,Anthracothorax_prevostii,Anthracothorax_prevostii,Green-breasted Mango,Least Concern,0,Unknown,NA,6.4,28.9,774052.5,0,1200,1200,32.25397261,Not a Migrant,0,Low,0,0,1.85629799,3.363841595,13.55939498
356,133484158,Nesophlox_evelynae,Calliphlox_evelynae,Bahama Hummingbird,Least Concern,0,Stable,0,2.4,17.68,13854.7,NA,NA,NA,NA,Not a Migrant,0,Low,0,0,0.875468737,2.872434057,9.536379804
357,133484007,Nesophlox_lyrura,Nesophlox_lyrura,Lyre-tailed Hummingbird,Least Concern,0,Stable,0,NA,NA,NA,NA,NA,NA,NA,Not a Migrant,0,Low,0,0,NA,NA,NA
358,154797056,Phaethornis_bourcieri,Phaethornis_bourcieri,Straight-billed Hermit,Least Concern,0,Stable,0,4.3,34.19,2738931,0,1600,1600,7.507044903,Not a Migrant,0,High,1,1,1.458615023,3.531933204,14.82307826
359,154807906,Anthocephala_floriceps,Anthocephala_floriceps,Santa Marta Blossomcrown,Vulnerable,1,Decreasing,1,4.24,17.71,10051.3,600,2400,1800,29.67415963,Altitudinal Migrant,1,High,1,0,1.444563269,2.874129452,9.215457258
